# Simulation 2 (Up to date)
# 5397 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (68.4 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (ft),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
15.679,17750,131.46,-14.63,131.51,14.635,603.2,40.49,604.56,3.8402,3.4032,0.38829,28.61,-80.598,9.775,0.0043793,5.6702,-0.16068,-0.26677,9644.8,4464,2.6093,0.019221,130,107.8,5.5154,0.41368,1.099e7,0,46.956,0.93356,0.93356,0.24196,0.54935,0.14225,4.6471e-4,0.0027821,-4.6328e-4,0,0,0,0,-8.7288e-6,0.016807,4.024,82.049,85.61,2.6399,NaN,-20.762,510.97,318.72,5e-3,3.7478
15.684,17753,131.39,-14.624,131.43,14.629,603.26,40.497,604.62,3.8405,3.4013,0.38798,28.61,-80.598,9.775,0.0043879,5.6702,-0.15659,-0.26844,9644.8,4464,2.6093,0.019221,130,107.8,5.5154,0.41346,10982871,0,46.9,0.93353,0.93353,0.24198,0.54932,0.14222,4.6562e-4,0.0027793,-2.3758e-4,0,0,0,0,-8.2992e-6,0.016798,4.024,82.049,85.608,2.6403,NaN,-20.766,510.92,318.71,5e-3,3.7479
15.689,17755,131.32,-14.618,131.36,14.623,603.32,40.505,604.67,3.8409,3.3993,0.38768,28.61,-80.598,9.775,0.0043897,5.6702,-0.15219,-0.26999,9644.8,4464,2.6093,0.019221,130,107.8,5.5154,0.41323,10976159,0,46.843,0.9335,0.9335,0.24201,0.54928,0.1422,4.6581e-4,0.0022425,3.8696e-4,0,0,0,0,-7.8483e-6,0.016788,4.024,82.049,85.606,2.6407,NaN,-20.77,510.88,318.71,5e-3,3.748
15.694,17757,131.24,-14.612,131.29,14.617,603.37,40.512,604.73,3.8413,3.3974,0.38738,28.61,-80.598,9.775,0.0043848,5.6702,-0.14776,-0.27169,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.41301,10969450,0,46.786,0.93347,0.93347,0.24204,0.54925,0.14217,4.6528e-4,0.0021079,1.5577e-4,0,0,0,0,-7.4063e-6,0.016779,4.024,82.049,85.605,2.641,NaN,-20.775,510.83,318.71,5e-3,3.7481
15.699,17759,131.17,-14.606,131.21,14.611,603.43,40.52,604.78,3.8416,3.3955,0.38708,28.61,-80.598,9.775,0.0043732,5.6702,-0.14328,-0.27335,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.41278,10962745,0,46.729,0.93344,0.93344,0.24207,0.54922,0.14215,4.6404e-4,0.002688,1.1019e-4,0,0,0,0,-6.9713e-6,0.01677,4.024,82.049,85.603,2.6413,NaN,-20.779,510.79,318.71,5e-3,3.7482
15.704,17761,131.1,-14.6,131.14,14.606,603.48,40.527,604.84,3.842,3.3936,0.38678,28.61,-80.598,9.775,0.0043555,5.6702,-0.13875,-0.27504,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.41256,10956043,0,46.673,0.93341,0.93341,0.2421,0.54918,0.14213,4.6215e-4,0.0030238,3.849e-4,0,0,0,0,-6.5444e-6,0.01676,4.024,82.049,85.602,2.6414,NaN,-20.783,510.74,318.7,5e-3,3.7483
15.709,17763,131.02,-14.595,131.07,14.6,603.54,40.535,604.9,3.8423,3.3916,0.38649,28.61,-80.598,9.775,0.0043316,5.6702,-0.13392,-0.27664,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.41233,10949345,0,46.616,0.93338,0.93338,0.24213,0.54915,0.1421,4.5961e-4,0.002394,5.2604e-4,0,0,0,0,-6.1038e-6,0.016751,4.024,82.049,85.6,2.6415,NaN,-20.788,510.7,318.7,5e-3,3.7484
15.714,17766,130.95,-14.589,130.99,14.594,603.59,40.542,604.95,3.8427,3.3897,0.38619,28.61,-80.598,9.775,0.0043017,5.6702,-0.12902,-0.27839,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41211,10942650,0,46.56,0.93335,0.93335,0.24215,0.54911,0.14208,4.5644e-4,0.0024385,3.1854e-4,0,0,0,0,-5.6715e-6,0.016742,4.024,82.049,85.599,2.6416,NaN,-20.792,510.66,318.7,5e-3,3.7485
15.719,17768,130.88,-14.583,130.92,14.588,603.65,40.55,605.01,3.843,3.3878,0.3859,28.61,-80.598,9.775,0.004266,5.6702,-0.1239,-0.2801,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41188,10935959,0,46.504,0.93332,0.93332,0.24218,0.54908,0.14205,4.5263e-4,0.0026026,3.606e-4,0,0,0,0,-5.2365e-6,0.016732,4.024,82.049,85.597,2.6415,NaN,-20.796,510.61,318.7,5e-3,3.7486
15.724,17770,130.8,-14.577,130.85,14.582,603.7,40.557,605.06,3.8434,3.3859,0.38561,28.61,-80.598,9.775,0.0042244,5.6702,-0.11862,-0.28183,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41165,10929271,0,46.447,0.93329,0.93329,0.24221,0.54905,0.14203,4.4821e-4,0.0028604,-1.2587e-4,0,0,0,0,-4.8045e-6,0.016723,4.024,82.049,85.596,2.6414,NaN,-20.801,510.57,318.69,5e-3,3.7487
15.729,17772,130.73,-14.571,130.78,14.576,603.76,40.564,605.12,3.8437,3.3839,0.38533,28.61,-80.598,9.775,0.0041768,5.6702,-0.11291,-0.28341,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41143,10922586,0,46.391,0.93326,0.93326,0.24224,0.54901,0.14201,4.4315e-4,0.0029213,4.8883e-4,0,0,0,0,-4.3581e-6,0.016714,4.024,82.049,85.594,2.6412,NaN,-20.805,510.52,318.69,5e-3,3.7488
15.734,17774,130.66,-14.565,130.7,14.57,603.81,40.572,605.17,3.8441,3.382,0.38504,28.61,-80.598,9.775,0.0041227,5.6702,-0.10695,-0.28517,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.4112,10915905,0,46.335,0.93323,0.93323,0.24227,0.54898,0.14198,4.3741e-4,0.0023811,-1.1169e-5,0,0,0,0,-3.9147e-6,0.016704,4.024,82.049,85.593,2.641,NaN,-20.809,510.48,318.69,5e-3,3.7489
15.739,17776,130.59,-14.56,130.63,14.565,603.87,40.579,605.23,3.8445,3.3801,0.38476,28.61,-80.598,9.775,0.0040629,5.6702,-0.10088,-0.28678,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41098,10909228,0,46.279,0.9332,0.9332,0.24229,0.54894,0.14196,4.3105e-4,0.0025215,2.5937e-4,0,0,0,0,-3.4866e-6,0.016695,4.024,82.049,85.591,2.6406,NaN,-20.814,510.43,318.69,5e-3,3.749
15.744,17778,130.51,-14.554,130.56,14.559,603.92,40.587,605.28,3.8448,3.3782,0.38448,28.61,-80.598,9.775,0.0039978,5.6702,-0.094503,-0.28857,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41076,10902553,0,46.223,0.93317,0.93317,0.24232,0.54891,0.14193,4.2414e-4,0.0027149,-7.7203e-5,0,0,0,0,-3.0632e-6,0.016686,4.024,82.049,85.59,2.6402,NaN,-20.818,510.39,318.68,5e-3,3.749
15.749,17781,130.44,-14.548,130.48,14.553,603.98,40.594,605.34,3.8452,3.3763,0.3842,28.61,-80.598,9.775,0.0039276,5.6702,-0.087858,-0.2904,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41053,10895882,0,46.167,0.93314,0.93314,0.24235,0.54888,0.14191,4.1668e-4,0.0026429,4.0111e-4,0,0,0,0,-2.6505e-6,0.016676,4.024,82.049,85.588,2.6397,NaN,-20.822,510.34,318.68,5e-3,3.7491
15.754,17783,130.37,-14.542,130.41,14.547,604.03,40.602,605.39,3.8455,3.3744,0.38393,28.61,-80.598,9.775,0.0038523,5.6702,-0.080839,-0.29215,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41031,10889215,0,46.111,0.93311,0.93311,0.24238,0.54884,0.14189,4.0868e-4,0.001786,3.9423e-4,0,0,0,0,-2.2464e-6,0.016667,4.024,82.049,85.587,2.6391,NaN,-20.827,510.3,318.68,5e-3,3.7492
15.759,17785,130.3,-14.536,130.34,14.541,604.09,40.609,605.45,3.8459,3.3725,0.38365,28.61,-80.598,9.775,0.0037722,5.6702,-0.073559,-0.2939,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.41008,10882551,0,46.055,0.93308,0.93308,0.24241,0.54881,0.14186,4.0018e-4,0.0018899,1.1732e-5,0,0,0,0,-1.8621e-6,0.016658,4.024,82.049,85.585,2.6385,NaN,-20.831,510.26,318.68,5e-3,3.7493
15.764,17787,130.22,-14.531,130.27,14.536,604.14,40.617,605.5,3.8462,3.3706,0.38338,28.61,-80.598,9.775,0.0036876,5.6702,-0.065982,-0.29538,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40986,10875890,0,45.999,0.93305,0.93305,0.24244,0.54877,0.14184,3.9119e-4,0.0023663,4.6461e-5,0,0,0,0,-1.4999e-6,0.016648,4.024,82.049,85.584,2.6378,NaN,-20.835,510.21,318.67,5e-3,3.7494
15.769,17789,130.15,-14.525,130.19,14.53,604.2,40.624,605.56,3.8466,3.3687,0.38311,28.61,-80.598,9.775,0.0035992,5.6702,-0.058011,-0.29684,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40963,10869233,0,45.943,0.93302,0.93302,0.24247,0.54874,0.14181,3.8181e-4,0.0018356,1.2852e-4,0,0,0,0,-1.1607e-6,0.016639,4.024,82.049,85.582,2.637,NaN,-20.84,510.17,318.67,5e-3,3.7495
15.774,17791,130.08,-14.519,130.12,14.524,604.25,40.632,605.61,3.847,3.3667,0.38284,28.61,-80.598,9.775,0.0035081,5.6702,-0.049652,-0.29813,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40941,10862579,0,45.887,0.93299,0.93299,0.24249,0.54871,0.14179,3.7214e-4,0.0022672,-2.526e-4,0,0,0,0,-8.5125e-7,0.01663,4.024,82.049,85.58,2.6362,NaN,-20.844,510.12,318.67,5e-3,3.7496
15.779,17793,130,-14.513,130.05,14.518,604.31,40.639,605.67,3.8473,3.3648,0.38257,28.61,-80.598,9.775,0.0034141,5.6702,-0.040465,-0.29932,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40918,10855929,0,45.832,0.93296,0.93296,0.24252,0.54867,0.14177,3.6216e-4,0.0024252,3.8122e-4,0,0,0,0,-5.6599e-7,0.01662,4.024,82.049,85.579,2.6353,NaN,-20.848,510.08,318.66,5e-3,3.7497
15.784,17795,129.93,-14.507,129.98,14.513,604.36,40.647,605.73,3.8477,3.3629,0.3823,28.61,-80.598,9.775,0.0033171,5.6702,-0.030743,-0.3003,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40896,10849282,0,45.776,0.93293,0.93293,0.24255,0.54864,0.14174,3.5186e-4,0.0015775,2.207e-4,0,0,0,0,-3.2706e-7,0.016611,4.024,82.049,85.577,2.6343,NaN,-20.852,510.03,318.66,5e-3,3.7498
15.789,17798,129.86,-14.502,129.9,14.507,604.41,40.654,605.78,3.848,3.361,0.38203,28.61,-80.598,9.775,0.0032186,5.6702,-0.020647,-0.3012,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40874,10842638,0,45.721,0.9329,0.9329,0.24258,0.54861,0.14172,3.4141e-4,0.0016754,2.2669e-4,0,0,0,0,-1.4769e-7,0.016602,4.024,82.049,85.576,2.6332,NaN,-20.857,509.99,318.66,5e-3,3.7499
15.794,17800,129.79,-14.496,129.83,14.501,604.47,40.661,605.84,3.8484,3.3591,0.38176,28.61,-80.598,9.775,0.0031193,5.6702,-0.0095888,-0.30177,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40851,10835998,0,45.665,0.93287,0.93287,0.24261,0.54857,0.14169,3.3086e-4,0.0014564,5.0904e-4,0,0,0,0,-3.1889e-8,0.016593,4.024,82.049,85.574,2.6322,NaN,-20.861,509.95,318.66,5e-3,3.75
15.799,17802,129.71,-14.49,129.76,14.495,604.52,40.669,605.89,3.8487,3.3572,0.3815,28.61,-80.598,9.775,0.0030193,5.6702,0.002092,-0.30187,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40829,10829361,0,45.61,0.93285,0.93285,0.24264,0.54854,0.14167,3.2025e-4,0.0021835,2.656e-4,0,0,0,0,0,0.016583,4.024,82.049,85.573,2.631,NaN,-20.865,509.9,318.65,5e-3,3.7501
15.804,17804,129.64,-14.485,129.69,14.49,604.58,40.676,605.94,3.8491,3.3553,0.38123,28.61,-80.598,9.775,0.0029193,5.6702,0.014691,-0.30159,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40806,10822728,0,45.555,0.93282,0.93282,0.24266,0.54851,0.14165,3.0964e-4,0.0019742,-2.3073e-4,0,0,0,0,7.5022e-8,0.016574,4.024,82.049,85.571,2.6298,NaN,-20.87,509.86,318.65,5e-3,3.7502
15.809,17806,129.57,-14.479,129.61,14.484,604.63,40.684,606,3.8494,3.3534,0.38097,28.61,-80.598,9.775,0.0028201,5.6702,0.028293,-0.30063,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40784,10816097,0,45.499,0.93279,0.93279,0.24269,0.54847,0.14162,2.9911e-4,0.0019275,1.4139e-4,0,0,0,0,2.7856e-7,0.016565,4.024,82.049,85.57,2.6286,NaN,-20.874,509.81,318.65,5e-3,3.7503
15.814,17808,129.5,-14.473,129.54,14.478,604.69,40.691,606.05,3.8498,3.3515,0.38071,28.61,-80.598,9.775,0.0027225,5.6702,0.042739,-0.29901,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40762,10809471,0,45.444,0.93276,0.93276,0.24272,0.54844,0.1416,2.8875e-4,0.001505,-9.9989e-5,0,0,0,0,6.3634e-7,0.016556,4.024,82.049,85.568,2.6273,NaN,-20.878,509.77,318.65,5e-3,3.7504
15.819,17810,129.43,-14.467,129.47,14.472,604.74,40.699,606.11,3.8502,3.3497,0.38045,28.61,-80.598,9.775,0.0026283,5.6702,0.058285,-0.29647,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40739,10802847,0,45.389,0.93273,0.93273,0.24275,0.54841,0.14158,2.7875e-4,0.0018751,5.2106e-4,0,0,0,0,1.1848e-6,0.016546,4.024,82.049,85.567,2.626,NaN,-20.882,509.73,318.64,5e-3,3.7505
15.824,17812,129.35,-14.462,129.4,14.467,604.8,40.706,606.16,3.8505,3.3478,0.38018,28.61,-80.598,9.7749,0.0025376,5.6702,0.074964,-0.29296,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40717,10796227,0,45.334,0.9327,0.9327,0.24278,0.54837,0.14155,2.6913e-4,0.0011728,5.0088e-4,0,0,0,0,1.9621e-6,0.016537,4.024,82.049,85.565,2.6246,NaN,-20.887,509.68,318.64,5e-3,3.7506
15.829,17815,129.28,-14.456,129.32,14.461,604.85,40.714,606.22,3.8509,3.3459,0.37992,28.61,-80.598,9.7749,0.0024517,5.6702,0.092555,-0.28811,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40695,1.079e7,0,45.279,0.93267,0.93267,0.24281,0.54834,0.14153,2.6001e-4,0.0018894,-3.4185e-4,0,0,0,0,2.9943e-6,0.016528,4.024,82.049,85.564,2.6232,NaN,-20.891,509.64,318.64,5e-3,3.7507
15.834,17817,129.21,-14.45,129.25,14.455,604.9,40.721,606.27,3.8512,3.344,0.37966,28.61,-80.598,9.7749,0.0023718,5.6702,0.11116,-0.28177,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40672,10782997,0,45.224,0.93264,0.93264,0.24283,0.54831,0.14151,2.5153e-4,0.0018425,-3.3608e-4,0,0,0,0,4.3242e-6,0.016519,4.024,82.049,85.562,2.6217,NaN,-20.895,509.59,318.64,5e-3,3.7508
15.839,17819,129.14,-14.445,129.18,14.45,604.96,40.728,606.33,3.8516,3.3421,0.3794,28.61,-80.598,9.7749,0.0022991,5.6702,0.13062,-0.27357,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.4065,10776387,0,45.169,0.93262,0.93262,0.24286,0.54827,0.14148,2.4381e-4,0.0014359,3.7543e-5,0,0,0,0,5.9769e-6,0.016509,4.024,82.049,85.561,2.6202,NaN,-20.9,509.55,318.63,5e-3,3.7509
15.844,17821,129.06,-14.439,129.11,14.444,605.01,40.736,606.38,3.8519,3.3402,0.37914,28.61,-80.598,9.7749,0.0022351,5.6702,0.1506,-0.26344,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40628,1.077e7,0,45.115,0.93259,0.93259,0.24289,0.54824,0.14146,2.3702e-4,0.0011676,9.7162e-5,0,0,0,0,7.9541e-6,0.0165,4.024,82.049,85.559,2.6186,NaN,-20.904,509.51,318.63,5e-3,3.751
15.849,17823,128.99,-14.433,129.03,14.438,605.07,40.743,606.44,3.8523,3.3383,0.37888,28.61,-80.598,9.7749,0.0021814,5.6702,0.17091,-0.25114,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40605,10763177,0,45.06,0.93256,0.93256,0.24292,0.54821,0.14143,2.3133e-4,0.0015909,-3.9724e-4,0,0,0,0,1.0256e-5,0.016491,4.024,82.049,85.558,2.6171,NaN,-20.908,509.46,318.63,5e-3,3.7512
15.854,17825,128.92,-14.428,128.96,14.432,605.12,40.751,606.49,3.8527,3.3364,0.37862,28.61,-80.598,9.7749,0.0021388,5.6702,0.1913,-0.23661,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40583,10756577,0,45.005,0.93253,0.93253,0.24295,0.54817,0.14141,2.2681e-4,0.0011856,8.0318e-5,0,0,0,0,1.2863e-5,0.016482,4.024,82.049,85.556,2.6154,NaN,-20.912,509.42,318.63,5e-3,3.7513
15.859,17827,128.85,-14.422,128.89,14.427,605.18,40.758,606.55,3.853,3.3345,0.37836,28.61,-80.598,9.7749,0.0021085,5.6702,0.21086,-0.21998,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40561,1.075e7,0,44.951,0.9325,0.9325,0.24298,0.54814,0.14139,2.2359e-4,8.4921e-4,6.5093e-5,0,0,0,0,1.5645e-5,0.016472,4.024,82.049,85.555,2.6138,NaN,-20.917,509.37,318.62,5e-3,3.7514
15.864,17829,128.78,-14.416,128.82,14.421,605.23,40.766,606.6,3.8534,3.3327,0.3781,28.61,-80.598,9.7749,0.0020919,5.6702,0.2294,-0.20127,9644.8,4464,2.6093,0.019221,130,107.8,5.5153,0.40539,10743387,0,44.896,0.93247,0.93247,0.243,0.54811,0.14136,2.2183e-4,9.6208e-4,-2.4753e-4,0,0,0,0,1.8539e-5,0.016463,4.024,82.049,85.553,2.6122,NaN,-20.921,509.33,318.62,5e-3,3.7515
15.869,17832,128.7,-14.411,128.75,14.416,605.28,40.773,606.66,3.8537,3.3308,0.37784,28.61,-80.598,9.7749,0.0020896,5.6702,0.2464,-0.18077,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40516,10736798,0,44.842,0.93245,0.93245,0.24303,0.54807,0.14134,2.2158e-4,0.0012337,-2.0533e-4,0,0,0,0,2.1411e-5,0.016454,4.024,82.049,85.552,2.6105,NaN,-20.925,509.29,318.62,5e-3,3.7516
15.874,17834,128.63,-14.405,128.67,14.41,605.34,40.781,606.71,3.8541,3.3289,0.37758,28.61,-80.598,9.7749,0.0021016,5.6702,0.26166,-0.15898,9644.8,4464,2.6093,0.019221,130,107.8,5.5152,0.40494,1.073e7,0,44.787,0.93242,0.93242,0.24306,0.54804,0.14132,2.2284e-4,7.8908e-4,2.3149e-4,0,0,0,0,2.4172e-5,0.016445,4.024,82.049,85.55,2.6088,NaN,-20.929,509.24,318.62,5e-3,3.7517
15.879,17836,128.56,-14.399,128.6,14.404,605.39,40.788,606.77,3.8544,3.327,0.37732,28.61,-80.598,9.7749,0.0021273,5.6702,0.27473,-0.13647,9644.8,4464,2.6093,0.019221,130,107.8,5.5151,0.40472,10723628,0,44.733,0.93239,0.93239,0.24309,0.54801,0.14129,2.2557e-4,0.0012017,-2.0659e-4,0,0,0,0,2.6677e-5,0.016435,4.024,82.049,85.549,2.6071,NaN,-20.934,509.2,318.61,5e-3,3.7518
15.884,17838,128.49,-14.394,128.53,14.399,605.45,40.795,606.82,3.8548,3.3251,0.37706,28.61,-80.598,9.7749,0.0021661,5.6702,0.28564,-0.11353,9644.8,4464,2.6093,0.019221,130,107.8,5.5151,0.4045,10717048,0,44.678,0.93236,0.93236,0.24312,0.54797,0.14127,2.2968e-4,0.0014285,6.537e-5,0,0,0,0,2.887e-5,0.016426,4.024,82.049,85.547,2.6054,NaN,-20.938,509.16,318.61,5e-3,3.7518
15.889,17840,128.42,-14.388,128.46,14.393,605.5,40.803,606.87,3.8552,3.3233,0.3768,28.61,-80.598,9.7749,0.0022166,5.6702,0.29443,-0.090758,9644.8,4464,2.6093,0.019221,130,107.8,5.515,0.40427,1.071e7,0,44.624,0.93233,0.93233,0.24315,0.54794,0.14125,2.3504e-4,8.5565e-4,2.4956e-4,0,0,0,0,3.0709e-5,0.016417,4.024,82.049,85.546,2.6037,NaN,-20.942,509.11,318.61,5e-3,3.752
15.894,17842,128.34,-14.382,128.39,14.387,605.55,40.81,606.93,3.8555,3.3214,0.37653,28.61,-80.598,9.7749,0.0022786,5.6702,0.30095,-0.068827,9644.8,4464,2.6093,0.019221,130,107.8,5.515,0.40405,10703898,0,44.57,0.93231,0.93231,0.24317,0.54791,0.14122,2.4161e-4,9.1259e-4,-4.8467e-4,0,0,0,0,3.2121e-5,0.016408,4.024,82.049,85.544,2.602,NaN,-20.946,509.07,318.61,5e-3,3.7521
15.899,17844,128.27,-14.377,128.31,14.382,605.61,40.818,606.98,3.8559,3.3195,0.37627,28.61,-80.598,9.7749,0.0023513,5.6702,0.3055,-0.047597,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5149,0.40383,10697327,0,44.516,0.93228,0.93228,0.2432,0.54787,0.1412,2.4931e-4,9.5793e-4,1.7463e-4,0,0,0,0,3.3137e-5,0.016399,4.024,82.049,85.543,2.6002,NaN,-20.951,509.03,318.6,5e-3,3.7522
15.904,17846,128.2,-14.371,128.24,14.376,605.66,40.825,607.04,3.8562,3.3176,0.37601,28.61,-80.598,9.7749,0.0024336,5.6702,0.30859,-0.027706,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5148,0.40361,10690761,0,44.462,0.93225,0.93225,0.24323,0.54784,0.14118,2.5804e-4,0.001398,1.7132e-4,0,0,0,0,3.3847e-5,0.016389,4.024,82.049,85.541,2.5985,NaN,-20.955,508.98,318.6,5e-3,3.7523
15.909,17848,128.13,-14.366,128.17,14.371,605.72,40.833,607.09,3.8566,3.3158,0.37574,28.61,-80.598,9.7749,0.0025236,5.6702,0.31046,-0.0092176,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5148,0.40338,10684197,0,44.408,0.93222,0.93222,0.24326,0.54781,0.14115,2.6758e-4,0.0012435,-3.7755e-4,0,0,0,0,3.4296e-5,0.01638,4.024,82.049,85.54,2.5968,NaN,-20.959,508.94,318.6,5e-3,3.7524
15.914,17850,128.06,-14.36,128.1,14.365,605.77,40.84,607.15,3.8569,3.3139,0.37548,28.61,-80.598,9.7749,0.0026198,5.6702,0.31125,0.0081163,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5147,0.40316,10677637,0,44.354,0.93219,0.93219,0.24329,0.54778,0.14113,2.7777e-4,0.0015617,3.9986e-4,0,0,0,0,3.4511e-5,0.016371,4.024,82.049,85.538,2.5951,NaN,-20.963,508.89,318.6,5e-3,3.7525
15.919,17853,127.98,-14.354,128.03,14.359,605.82,40.847,607.2,3.8573,3.312,0.37521,28.61,-80.598,9.7749,0.0027209,5.6702,0.31134,0.02393,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5146,0.40294,10671080,0,44.3,0.93217,0.93217,0.24332,0.54774,0.14111,2.885e-4,0.0015315,-9.6955e-6,0,0,0,0,3.4569e-5,0.016362,4.024,82.049,85.536,2.5934,NaN,-20.968,508.85,318.59,5e-3,3.7525
15.924,17855,127.91,-14.349,127.96,14.354,605.88,40.855,607.25,3.8577,3.3102,0.37494,28.61,-80.598,9.7749,0.0028258,5.6702,0.31071,0.038565,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5145,0.40272,10664527,0,44.246,0.93214,0.93214,0.24335,0.54771,0.14108,2.9961e-4,0.0020563,1.2313e-4,0,0,0,0,3.4467e-5,0.016353,4.024,82.049,85.535,2.5917,NaN,-20.972,508.81,318.59,5e-3,3.7526
15.929,17857,127.84,-14.343,127.88,14.348,605.93,40.862,607.31,3.858,3.3083,0.37467,28.61,-80.598,9.7749,0.0029334,5.6702,0.30965,0.051974,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5145,0.4025,10657976,0,44.192,0.93211,0.93211,0.24337,0.54768,0.14106,3.1102e-4,0.0021446,-9.7598e-5,0,0,0,0,3.427e-5,0.016343,4.024,82.049,85.533,2.59,NaN,-20.976,508.76,318.59,5e-3,3.7527
15.934,17859,127.77,-14.338,127.81,14.343,605.99,40.87,607.36,3.8584,3.3064,0.3744,28.61,-80.598,9.7749,0.0030429,5.6702,0.30826,0.064459,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5144,0.40228,10651429,0,44.139,0.93208,0.93208,0.2434,0.54764,0.14104,3.2262e-4,0.0015137,4.327e-4,0,0,0,0,3.4002e-5,0.016334,4.024,82.049,85.532,2.5884,NaN,-20.98,508.72,318.58,5e-3,3.7528
15.939,17861,127.7,-14.332,127.74,14.337,606.04,40.877,607.42,3.8587,3.3046,0.37413,28.61,-80.598,9.7749,0.0031538,5.6702,0.30662,0.075667,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5143,0.40205,10644886,0,44.085,0.93206,0.93206,0.24343,0.54761,0.14101,3.3438e-4,0.0021236,1.767e-4,0,0,0,0,3.368e-5,0.016325,4.024,82.049,85.53,2.5867,NaN,-20.984,508.68,318.58,5e-3,3.753
15.944,17863,127.63,-14.327,127.67,14.331,606.09,40.884,607.47,3.8591,3.3027,0.37386,28.61,-80.598,9.7749,0.003265,5.6702,0.30496,0.085908,9644.8,4464,2.6093,0.019221,129.99,107.8,5.5142,0.40183,10638345,0,44.032,0.93203,0.93203,0.24346,0.54758,0.14099,3.4617e-4,0.0015982,-4.6725e-4,0,0,0,0,3.3353e-5,0.016316,4.024,82.049,85.529,2.5851,NaN,-20.989,508.63,318.58,5e-3,3.7531
